BioGRID_Interaction_ID	Entrez_Gene_Interactor_A	Entrez_Gene_Interactor_B	BioGRID_ID_Interactor_A	BioGRID_ID_Interactor_B	Systematic_Name_Interactor_A	Systematic_Name_Interactor_B	Official_Symbol_Interactor_A	Official_Symbol_Interactor_B	Synonyms_Interactor_A	Synonyms_Interactor_B	Experimental_System	Experimental_System_Type	Author	Pubmed_ID	Organism_Interactor_A	Organism_Interactor_B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source_Database
920630	345651	1029	131362	107463	-	-	ACTBL2	CDKN2A	ACT	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920631	71	1029	106586	107463	-	-	ACTG1	CDKN2A	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920632	1478	1029	107860	107463	RP1-146H21.2	-	CSTF2	CDKN2A	CstF-64	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920645	223	57019	106725	121328	-	CUA001	ALDH9A1	CIAPIN1	ALDH4|ALDH7|ALDH9|E3|TMABADH	2810413N20Rik|Anamorsin|DRE2|PRO0915	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920650	1738	1152	108082	107572	tcag7.39	-	DLD	CKB	DLDD|DLDH|E3|GCSL|LAD|PHE3	B-CK|BCK|CKBB|HEL-211|HEL-S-29	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920670	3313	7555	109545	113387	-	-	HSPA9	CNBP	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920771	1400	57175	107790	121425	-	-	CRMP1	CORO1B	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	CORONIN-2	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920780	11080	1400	116263	107790	-	-	DNAJB4	CRMP1	DNAJW|DjB4|HLJ1	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920811	2617	1495	108887	107876	-	-	GARS	CTNNA1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	CAP102	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920838	2617	2017	108887	108332	-	-	GARS	CTTN	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	EMS1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920847	1400	8454	107790	114032	-	-	CRMP1	CUL1	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920869	2551	51076	108826	119267	-	CGI-32	GABPA	CUTC	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920875	10059	50626	115370	119101	-	-	DNM1L	CYHR1	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	CHRP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920898	7284	28960	113135	118787	-	HSPC015	TUFM	DCPS	COXPD4|EF-TuMT|EFTU|P43	DCS1|HINT-5|HINT5|HSL1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920971	2551	56616	108826	121157	-	hCG_1782202	GABPA	DIABLO	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	DFNA64|SMAC	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920983	10059	833	115370	107283	-	-	DNM1L	CARS	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	CARS1|CYSRS|MGC:11246	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920985	2617	833	108887	107283	-	-	GARS	CARS	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	CARS1|CYSRS|MGC:11246	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920986	2618	833	108888	107283	-	-	GART	CARS	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	CARS1|CYSRS|MGC:11246	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920995	5471	833	111467	107283	-	-	PPAT	CARS	ATASE|GPAT|PRAT	CARS1|CYSRS|MGC:11246	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921008	445	1738	106937	108082	RP11-618A20.2	tcag7.39	ASS1	DLD	ASS|CTLN1	DLDD|DLDH|E3|GCSL|LAD|PHE3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921009	55748	1738	120866	108082	-	tcag7.39	CNDP2	DLD	CN2|CPGL|HEL-S-13|HsT2298|PEPA	DLDD|DLDH|E3|GCSL|LAD|PHE3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921010	10072	1738	115383	108082	hCG_2016942	tcag7.39	DPP3	DLD	DPPIII	DLDD|DLDH|E3|GCSL|LAD|PHE3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921011	5184	1738	111208	108082	-	tcag7.39	PEPD	DLD	PROLIDASE	DLDD|DLDH|E3|GCSL|LAD|PHE3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921012	25816	1738	117344	108082	-	tcag7.39	TNFAIP8	DLD	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	DLDD|DLDH|E3|GCSL|LAD|PHE3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921019	2177	1759	108474	108099	-	-	FANCD2	DNM1	FA-D2|FA4|FACD|FAD|FAD2|FANCD	DNM	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921020	27236	10059	118084	115370	-	-	ARFIP1	DNM1L	HSU52521	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921021	528	10059	107011	115370	-	-	ATP6V1C1	DNM1L	ATP6C|ATP6D|VATC|Vma5	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921022	64786	10059	122296	115370	-	-	TBC1D15	DNM1L	RAB7-GAP	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921096	3313	1892	109545	108221	-	-	HSPA9	ECHS1	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	SCEH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921172	9049	1968	114511	108287	-	-	AIP	EIF2S3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EIF2|EIF2G|EIF2gamma|eIF-2gA	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921270	3313	1977	109545	108292	-	-	HSPA9	EIF4E	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921298	3313	3692	109545	109898	-	RP4-614O4.1	HSPA9	EIF6	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921326	8729	58513	114268	121840	-	-	GBF1	EPS15L1	ARF1GEF	EPS15R	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921337	9531	2108	114907	108409	-	-	BAG3	ETFA	BAG-3|BIS|CAIR-1|MFM6	EMA|GA2|MADD	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921338	55291	2108	120579	108409	-	-	PPP6R3	ETFA	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	EMA|GA2|MADD	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921339	7168	2108	113021	108409	-	-	TPM1	ETFA	C15orf13|CMD1Y|CMH3|HTM-alpha|LVNC9|TMSA	EMA|GA2|MADD	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921340	2876	23404	109134	116977	-	RP11-57C19.4	GPX1	EXOSC2	GPXD|GSHPX1	RRP4|Rrp4p|hRrp4p|p7	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921355	5471	92689	111467	124967	-	-	PPAT	FAM114A1	ATASE|GPAT|PRAT	Noxp20	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921359	10059	64855	115370	122328	-	RP11-356B19.6	DNM1L	FAM129B	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	C9orf88|MEG-3|MINERVA|OC58|bA356B19.6	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921380	10487	2194	115750	108488	RP11-115D7.1	-	CAP1	FASN	CAP|CAP1-PEN	FAS|OA-519|SDR27X1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921381	57698	2194	121723	108488	-	-	KIAA1598	FASN	-	FAS|OA-519|SDR27X1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921382	23411	2194	116983	108488	RP11-57G10.3	-	SIRT1	FASN	SIR2L1	FAS|OA-519|SDR27X1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921383	7170	2194	113023	108488	RP11-205M9.1	-	TPM3	FASN	CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30	FAS|OA-519|SDR27X1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921384	7171	2194	113024	108488	-	-	TPM4	FASN	HEL-S-108	FAS|OA-519|SDR27X1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921390	159	2224	106668	108517	RP11-518L10.4	-	ADSS	FDPS	ADEH|ADSS 2	FPPS|FPS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921391	6652	2224	112535	108517	-	-	SORD	FDPS	HEL-S-95n|SORD1	FPPS|FPS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921392	10617	2224	115863	108517	-	-	STAMBP	FDPS	AMSH|MICCAP	FPPS|FPS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921470	10020	2551	115337	108826	-	-	GNE	GABPA	DMRV|GLCNE|IBM2|NM|Uae1	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921471	115207	2551	125419	108826	-	-	KCTD12	GABPA	C13orf2|PFET1|PFETIN	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921472	3836	2551	110034	108826	-	-	KPNA1	GABPA	IPOA5|NPI-1|RCH2|SRP1	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921473	22998	2551	116645	108826	-	-	LIMCH1	GABPA	LIMCH1A|LMO7B	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921474	135112	2551	126419	108826	RP1-187J11.1	-	NCOA7	GABPA	ERAP140|ESNA1|NCOA7-AS|Nbla00052|Nbla10993|TLDC4|dJ187J11.3	E4TF1-60|E4TF1A|NFT2|NRF2|NRF2A|RCH04A07	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921483	11332	2597	116460	108868	RP1-120G22.10	CDABP0047	ACOT7	GAPDH	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	G3PD|GAPD|HEL-S-162eP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921490	3313	2597	109545	108868	-	CDABP0047	HSPA9	GAPDH	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	G3PD|GAPD|HEL-S-162eP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921497	7284	2597	113135	108868	-	CDABP0047	TUFM	GAPDH	COXPD4|EF-TuMT|EFTU|P43	G3PD|GAPD|HEL-S-162eP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921507	327	2617	106824	108887	-	-	APEH	GARS	AARE|ACPH|APH|D3F15S2|D3S48E|DNF15S2|OPH	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921508	55832	2617	120937	108887	-	-	CAND1	GARS	TIP120|TIP120A	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921509	23603	2617	117136	108887	-	-	CORO1C	GARS	HCRNN4	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921510	23193	2617	116802	108887	-	-	GANAB	GARS	G2AN|GLUII	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921511	26003	2617	117479	108887	-	-	GORASP2	GARS	GOLPH6|GRASP55|GRS2|p59	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921512	2957	2617	109212	108887	-	-	GTF2A1	GARS	TF2A1|TFIIA|TFIIA-42|TFIIAL	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921513	8359	2617	113955	108887	-	-	HIST1H4A	GARS	H4FA	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921514	8570	2617	114139	108887	-	-	KHSRP	GARS	FBP2|FUBP2|KSRP	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921515	4686	2617	110766	108887	RP11-546O6.1	-	NCBP1	GARS	CBP80|NCBP|Sto1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921516	5007	2617	111048	108887	-	-	OSBP	GARS	OSBP1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921517	5496	2617	111491	108887	-	-	PPM1G	GARS	PP2CG|PP2CGAMMA|PPP2CG	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921518	10484	2617	115747	108887	-	-	SEC23A	GARS	CLSD	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921519	6470	2617	112366	108887	-	-	SHMT1	GARS	CSHMT|SHMT	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921520	8237	2617	113866	108887	RP4-659F15.2	-	USP11	GARS	UHX1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921521	7791	2617	113569	108887	-	-	ZYX	GARS	ESP-2|HED-2	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921522	11124	2618	116298	108888	CGI-03	-	FAF1	GART	HFAF1s|UBXD12|UBXN3A|hFAF1	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921523	10056	2618	115367	108888	HSPC173	-	FARSB	GART	FARSLB|FRSB|PheHB|PheRS	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921524	5352	2618	111367	108888	-	-	PLOD2	GART	LH2|TLH	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921525	5471	2618	111467	108888	-	-	PPAT	GART	ATASE|GPAT|PRAT	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921526	25939	2618	117436	108888	RP1-132F21.1	-	SAMHD1	GART	CHBL2|DCIP|HDDC1|MOP-5|SBBI88	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921527	7360	2618	113207	108888	-	-	UGP2	GART	UDPG|UDPGP|UDPGP2|UGP1|UGPP1|UGPP2|pHC379	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921528	2547	2618	108822	108888	CTA-216E10.7	-	XRCC6	GART	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921529	79902	8729	122985	114268	-	-	NUP85	GBF1	FROUNT|Nup75	ARF1GEF	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921530	5339	8729	111355	114268	-	-	PLEC	GBF1	EBS1|EBSO|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	ARF1GEF	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921553	2617	2673	108887	108941	-	-	GARS	GFPT1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	CMSTA1|GFA|GFAT|GFAT 1|GFAT1|GFAT1m|GFPT|GFPT1L|MSLG	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921584	3313	64785	109545	122295	-	-	HSPA9	GINS3	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	PSF3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921721	586	2962	107061	109217	RP11-625L16.4	-	BCAT1	GTF2F1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	BTF4|RAP74|TF2F1|TFIIF	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921812	2617	8479	108887	114053	-	-	GARS	HIRIP3	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921813	2618	8479	108888	114053	-	-	GART	HIRIP3	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921863	8562	3149	114131	109392	H14	-	DENR	HMGB3	DRP|DRP1|SMAP-3	HMG-2a|HMG-4|HMG2A|HMG4	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921889	8562	3181	114131	109422	H14	-	DENR	HNRNPA2B1	DRP|DRP1|SMAP-3	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921913	8562	3184	114131	109425	H14	-	DENR	HNRNPD	DRP|DRP1|SMAP-3	AUF1|AUF1A|HNRPD|P37|hnRNPD0	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922045	1400	3308	107790	109540	-	-	CRMP1	HSPA4	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922049	2618	3308	108888	109540	-	-	GART	HSPA4	AIRS|GARS|GARTF|PAIS|PGFT|PRGS	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922052	2617	22824	108887	116500	-	-	GARS	HSPA4L	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	APG-1|HSPH3|Osp94	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922058	5471	3308	111467	109540	-	-	PPAT	HSPA4	ATASE|GPAT|PRAT	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922073	445	3313	106937	109545	RP11-618A20.2	-	ASS1	HSPA9	ASS|CTLN1	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922074	64422	3313	122171	109545	-	-	ATG3	HSPA9	APG3|APG3-LIKE|APG3L|PC3-96	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922075	823	3313	107273	109545	PIG30	-	CAPN1	HSPA9	CANP|CANP1|CANPL1|muCANP|muCL	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922076	1983	3313	108298	109545	-	-	EIF5	HSPA9	EIF-5|EIF-5A	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922077	10979	3313	116175	109545	-	-	FERMT2	HSPA9	KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922078	5198	3313	111221	109545	-	-	PFAS	HSPA9	FGAMS|FGAR-AT|FGARAT|PURL	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
922079	25816	3313	117344	109545	-	-	TNFAIP8	HSPA9	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
